Year,MNO,Latitude,Longitude,UMTS900,UMTS2100,LTE700,LTE900,LTE1800,LTE2100,LTE2300,LTE2600
2018,Optus,-33.19119044,151.5638542,Y,Y,Y,,Y,,Y,
2018,Optus,-32.70839252,151.7008627,Y,Y,Y,,Y,,,
2018,Optus,-34.44248106,150.8615258,Y,Y,Y,,Y,,,
2018,Optus,-32.70450031,151.4572988,Y,Y,Y,,Y,,,
2018,Optus,-33.92933496,151.1392375,,,,,,,Y,
2018,Optus,-33.83447419,151.034807,Y,Y,Y,,Y,,Y,
2018,Optus,-32.20391047,152.5143323,Y,Y,Y,,,,,Y
2018,Optus,-31.91205424,152.4535089,Y,Y,Y,,,,,Y
2018,Optus,-34.72912941,149.7450837,Y,Y,Y,,,,,Y
2018,Optus,-31.09720713,150.8687891,Y,Y,Y,,,,,Y
2018,Optus,-32.25034715,148.6371903,Y,Y,Y,,,,,Y
2018,Optus,-29.69074513,152.932448,Y,Y,Y,,,,,Y
2018,Optus,-29.77539007,151.1153881,Y,Y,Y,,,,,Y
2018,Optus,-32.27217573,150.8780249,Y,Y,Y,,,,,Y
2018,Optus,-34.31053131,148.2851678,Y,Y,Y,,,,,Y
2018,Optus,-33.275757,149.0828236,Y,Y,Y,,,,,Y
2018,Optus,-33.75085223,151.0640973,Y,Y,Y,,Y,,Y,
2018,Optus,-33.88539281,151.2188474,,Y,,,Y,,,
2018,Optus,-33.84087162,148.6812496,Y,Y,Y,,,,,Y
2018,Optus,-34.27882477,146.0294765,Y,Y,Y,,,,,Y
2018,Optus,-33.86406376,151.2080185,,Y,,,Y,,,
2018,Optus,-33.42364116,149.557659,Y,Y,Y,,Y,,,
2018,Optus,-35.18876987,149.1341132,Y,Y,,,Y,,Y,Y
2018,Optus,-30.38132603,153.0349121,Y,Y,Y,,,,,Y
2018,Optus,-35.65816179,150.2851488,Y,Y,Y,,,,,Y
2018,Optus,-33.42736635,150.1050076,Y,,Y,,Y,,,
2018,Optus,-32.21166059,152.5281925,Y,Y,Y,,,,,Y
2018,Optus,-34.65054958,150.7664614,Y,,Y,,Y,,,Y
2018,Optus,-32.49427555,150.8974824,Y,Y,Y,,,,,
2018,Optus,-32.0937003,152.4816931,Y,Y,Y,,,,,Y
2018,Optus,-36.13535619,146.9929393,Y,Y,Y,,,,,Y
2018,Optus,-36.18389559,146.9554179,Y,Y,Y,,,,,Y
2018,Optus,-35.43850362,150.3965039,Y,Y,Y,,Y,,,
2018,Optus,-33.50771821,150.1098286,Y,Y,Y,,,,,Y
2018,Optus,-31.58380195,152.7316594,Y,,Y,,,,,
2018,Optus,-32.27917594,150.9019552,Y,Y,Y,,,,,Y
2018,Optus,-36.42566192,148.61469,Y,Y,Y,,Y,,,
2018,Optus,-33.13799863,148.1722215,Y,Y,Y,,Y,,,
2018,Optus,-31.43625381,152.8194765,Y,,Y,,,,,
2018,Optus,-33.4106057,149.610837,Y,Y,Y,,Y,,,
2018,Optus,-32.02555576,150.8404074,Y,Y,Y,,,,,Y
2018,Optus,-30.83654558,152.9920763,Y,Y,Y,,,,,Y
2018,Optus,-31.12982758,150.9237696,Y,Y,Y,,,,,Y
2018,Optus,-32.88432822,151.2616333,Y,Y,Y,,Y,,,
2018,Optus,-35.30774515,148.21219,Y,Y,Y,,Y,,,Y
2018,Optus,-30.52977568,152.9955498,Y,,Y,,,,,
2018,Optus,-35.13074391,147.3395302,Y,Y,Y,,,,,Y
2018,Optus,-32.63805429,151.1144511,Y,Y,Y,,,,,Y
2018,Optus,-34.57476232,145.9975486,Y,Y,Y,,,,,Y
2018,Optus,-31.63706157,152.80781,Y,Y,Y,,,,,Y
2018,Optus,-31.88719029,152.4558052,Y,Y,Y,,,,,Y
2018,Optus,-31.63856335,152.7820135,Y,Y,Y,,,,,Y
2018,Optus,-29.74381523,151.7325881,Y,Y,Y,,,,,Y
2018,Optus,-30.33904623,153.058693,Y,Y,Y,,,,,Y
2018,Optus,-34.91265705,150.5819646,Y,Y,Y,,Y,,,Y
2018,Optus,-34.05936367,151.035194,Y,Y,Y,,Y,,Y,
2018,Optus,-36.59966715,149.3817025,Y,,Y,,,,,
2018,Optus,-34.82185074,147.9002464,Y,,Y,,,,,
2018,Optus,-33.91938092,151.2381802,,Y,,,Y,,,
2018,Optus,-34.94645009,150.5959283,Y,Y,Y,,Y,,,
2018,Optus,-33.2978771,149.0988035,Y,Y,Y,,,,,Y
2018,Optus,-33.92128708,150.8321696,Y,Y,Y,,Y,,Y,
2018,Optus,-34.06658056,150.7093286,Y,Y,Y,,Y,,Y,
2018,Optus,-34.42179149,150.9011668,Y,Y,Y,,Y,,,
2018,Optus,-34.4325613,150.8840364,,Y,,,Y,,,
2018,Optus,-34.99066815,150.7183657,Y,Y,Y,,,,,
2018,Optus,-35.32321463,150.4615567,Y,Y,Y,,,,,Y
2018,Optus,-35.28173371,149.1301469,Y,Y,Y,,,Y,Y,
2018,Optus,-35.25116327,149.0954817,Y,Y,Y,,Y,,Y,
2018,Optus,-33.83007576,151.1997498,Y,Y,Y,,Y,,Y,
2018,Optus,-33.88600362,151.198738,,Y,,,Y,,,Y
2018,Optus,-34.07976643,150.8045299,Y,Y,,,Y,,Y,Y
2018,Optus,-33.87919843,151.1769708,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.79661971,150.8683929,,Y,,,Y,,,
2018,Optus,-32.24657497,148.61725,Y,Y,Y,,,,,Y
2018,Optus,-33.78775614,151.1240901,,Y,,,Y,,,
2018,Optus,-32.70382145,151.5829808,Y,Y,Y,,Y,,,Y
2018,Optus,-36.69100368,149.8567349,Y,Y,,,,,,Y
2018,Optus,-31.06938502,152.8189718,Y,Y,,,,,,Y
2018,Optus,-33.70379221,151.1115241,Y,Y,,,Y,,Y,Y
2018,Optus,-28.20237196,153.5445732,,Y,,,Y,,,Y
2018,Optus,-34.10227879,150.7433816,Y,Y,Y,,Y,,Y,
2018,Optus,-33.89274262,151.1263326,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-33.7838756,150.7482691,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-35.30717845,149.1326964,Y,Y,,,,,Y,Y
2018,Optus,-31.84851077,152.5071665,Y,,Y,,,,,
2018,Optus,-33.91058539,151.1796384,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.88568965,151.2011871,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-33.87516568,151.2024192,Y,Y,Y,,Y,,Y,
2018,Optus,-33.91832334,150.9649448,Y,Y,Y,,Y,,Y,
2018,Optus,-33.86164576,151.2078995,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-32.24141102,148.6207671,Y,Y,,,,,,Y
2018,Optus,-28.63942349,153.554275,Y,Y,,,,,,Y
2018,Optus,-33.86407975,151.2067205,,,,,,,Y,
2018,Optus,-33.73150915,151.005623,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-34.42730927,150.8797154,,Y,,,,,,
2018,Optus,-33.91309501,151.1398687,,,,,,Y,,
2018,Optus,-33.46891066,150.9991164,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.67581341,150.9131992,Y,Y,Y,,Y,,Y,
2018,Optus,-33.60933366,150.8187046,,Y,,,,,,
2018,Optus,-33.64738769,151.0436767,Y,,Y,,Y,,Y,
2018,Optus,-32.91323255,151.7410607,Y,Y,Y,,Y,Y,,Y
2018,Optus,-32.7123616,151.600931,Y,,Y,,Y,,,
2018,Optus,-35.01516486,147.3894227,Y,,Y,,,,,
2018,Optus,-33.67414308,149.8238298,Y,,Y,,,,,
2018,Optus,-35.76539683,146.9016438,Y,Y,Y,,,,,
2018,Optus,-35.68823205,147.3726622,Y,,Y,,,,,
2018,Optus,-35.9301482,147.0999142,Y,,Y,,,,,
2018,Optus,-30.99961505,152.9364035,Y,,Y,,,,,
2018,Optus,-33.89676643,148.1673509,Y,,Y,,,,,Y
2018,Optus,-34.09027327,142.0484215,Y,Y,Y,,,,,Y
2018,Optus,-35.63569796,144.1216252,Y,Y,Y,,Y,,,
2018,Optus,-34.51499442,146.1810422,Y,Y,Y,,,,,
2018,Optus,-34.1619643,142.1774121,Y,Y,Y,,,,,Y
2018,Optus,-32.41880538,151.9717607,Y,,Y,,,,,
2018,Optus,-32.68978202,151.643142,Y,,Y,,Y,,,Y
2018,Optus,-35.19937802,149.1527844,Y,Y,Y,,,,Y,
2018,Optus,-34.43801721,150.4612194,Y,,Y,,Y,,,
2018,Optus,-33.91822788,151.2339902,Y,Y,Y,,Y,,Y,Y
2018,Optus,-28.81090156,153.29026,Y,Y,,,,,,Y
2018,Optus,-33.12855584,148.1681376,Y,Y,Y,,Y,,,Y
2018,Optus,-35.11954813,147.3564876,Y,Y,,,,,,Y
2018,Optus,-33.87843565,151.1996491,Y,Y,,,Y,,Y,Y
2018,Optus,-33.31864596,149.0898521,Y,Y,,,,,,Y
2018,Optus,-33.71577766,150.8435495,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.88628765,151.2020641,Y,Y,,,Y,,Y,Y
2018,Optus,-30.95728449,152.8684529,Y,,Y,,,,,
2018,Optus,-32.79180267,151.7327621,Y,Y,Y,,Y,,,
2018,Optus,-34.85289136,148.9702596,Y,,Y,,Y,,,
2018,Optus,-35.13015581,147.4265395,Y,Y,Y,,Y,,,
2018,Optus,-34.72127985,143.8953865,Y,,Y,,Y,,,
2018,Optus,-34.78924296,148.1091171,Y,,Y,,,,,
2018,Optus,-35.94141015,146.3384725,Y,,Y,,,,,
2018,Optus,-33.865405,151.202204,Y,Y,,,Y,,Y,Y
2018,Optus,-33.86481,151.202204,Y,Y,,,Y,,Y,Y
2018,Optus,-33.5447196,151.0099505,Y,Y,Y,,Y,,,
2018,Optus,-33.39621357,151.2955432,Y,Y,Y,,Y,,,
2018,Optus,-33.42343441,151.2837696,,Y,Y,,Y,,,
2018,Optus,-33.74791263,150.8483052,Y,Y,Y,,Y,,Y,
2018,Optus,-33.34642936,151.370436,Y,Y,Y,,Y,,,
2018,Optus,-35.22941279,144.3931455,Y,,Y,,,,,
2018,Optus,-33.88339868,151.2043422,,,,,,,,Y
2018,Optus,-33.87613573,151.2080383,,,,,,,,Y
2018,Optus,-33.79859354,150.9566563,Y,Y,Y,,Y,,Y,
2018,Optus,-33.88679597,151.2359696,Y,Y,Y,,Y,,Y,
2018,Optus,-33.79669525,151.1381262,Y,Y,,,Y,,Y,Y
2018,Optus,-34.64484334,144.1948319,Y,,Y,,,,,
2018,Optus,-33.88035272,151.2081223,,,,,,Y,,
2018,Optus,-33.78587011,151.1204491,,,,,Y,,Y,Y
2018,Optus,-33.88938469,151.1002374,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.80945578,150.9853976,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.86952179,151.2128885,,Y,,,,,,Y
2018,Optus,-33.86984481,151.2153045,,Y,,,,,,Y
2018,Optus,-33.86467984,151.2163866,,,,,,,,Y
2018,Optus,-33.86550987,151.2198296,,,,,,,,Y
2018,Optus,-33.86428588,151.2210827,,,,,,,,Y
2018,Optus,-33.86147189,151.2208927,,,,,,,,Y
2018,Optus,-33.86293988,151.2205467,,Y,,,,,,Y
2018,Optus,-33.86406786,151.2191117,,Y,,,,,,Y
2018,Optus,-33.859047,151.21374,,,,,,,,Y
2018,Optus,-33.8622158,151.2122436,,,,,,,,Y
2018,Optus,-33.86027181,151.2129866,,,,,,,,Y
2018,Optus,-33.87470364,151.1981702,Y,Y,,,Y,,Y,Y
2018,Optus,-33.87482864,151.1981172,Y,Y,,,Y,,Y,Y
2018,Optus,-33.86624981,151.2140475,,,,,,,,Y
2018,Optus,-33.86870081,151.2141745,,,,,,,,Y
2018,Optus,-33.86288888,151.2201877,,,,,,,,Y
2018,Optus,-33.86035,151.22126,,Y,,,,,,Y
2018,Optus,-33.86271181,151.2126916,,,,,,,,Y
2018,Optus,-33.86229584,151.2159856,,,,,,,,Y
2018,Optus,-33.86014583,151.2144486,,,,,,,,Y
2018,Optus,-33.85996182,151.2138066,,,,,,,,Y
2018,Optus,-33.87139679,151.2128605,,,,,,,,Y
2018,Optus,-33.87087881,151.2149065,,,,,,,,Y
2018,Optus,-33.86777684,151.2173346,,,,,,,,Y
2018,Optus,-33.86008482,151.2132956,,Y,,,,,,Y
2018,Optus,-33.86613983,151.2157796,,,,,,,,Y
2018,Optus,-33.86602081,151.2134435,,,,,,,,Y
2018,Optus,-33.86493382,151.2147386,,,,,,,,Y
2018,Optus,-33.85996482,151.2135206,,,,,,,,Y
2018,Optus,-33.86537179,151.2119835,,,,,,,,Y
2018,Optus,-33.86450981,151.2131736,,,,,,,,Y
2018,Optus,-33.86043681,151.2127516,,Y,,,,,,Y
2018,Optus,-33.8407548,151.2068298,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.8592977,151.2006054,Y,Y,,,Y,,Y,Y
2018,Optus,-33.81645091,151.0000647,,Y,,,Y,,Y,Y
2018,Optus,-33.86239588,151.2209627,,Y,,,,,,Y
2018,Optus,-33.86442187,151.2196377,,,,,,,,Y
2018,Optus,-33.86620285,151.2186266,,,,,,,,Y
2018,Optus,-33.86660983,151.2167216,,,,,,,,Y
2018,Optus,-33.86425582,151.2143226,,,,,,,,Y
2018,Optus,-33.86614879,151.2121935,,,,,,,,Y
2018,Optus,-33.86703979,151.2122825,,,,,,,,Y
2018,Optus,-33.8684308,151.2134575,,,,,,,,Y
2018,Optus,-33.86946781,151.2148255,,,,,,,,Y
2018,Optus,-33.86991079,151.2124575,,,,,,,,Y
2018,Optus,-33.89121635,151.2776903,,Y,,,,,Y,
2018,Optus,-35.31494238,149.1285613,Y,Y,Y,,,,Y,Y
2018,Optus,-33.91897893,151.2391942,Y,Y,,,Y,,Y,Y
2018,Optus,-33.87142572,151.2055593,,Y,Y,,Y,Y,Y,Y
2018,Optus,-33.9068457,151.211805,,Y,,,,,,
2018,Optus,-34.42737639,150.8923846,Y,Y,,,Y,,,Y
2018,Optus,-34.42583039,150.8914636,Y,Y,,,Y,,,Y
2018,Optus,-33.8235543,151.1066661,,Y,,,Y,,Y,Y
2018,Optus,-33.78097714,151.1227672,,Y,,,Y,,Y,Y
2018,Optus,-33.81754494,151.0043548,,Y,,,Y,,Y,Y
2018,Optus,-33.84886734,151.2104358,,,,,,,,Y
2018,Optus,-33.88537818,151.2026265,,,,,,,,Y
2018,Optus,-33.88555512,151.2118573,,,,,Y,,,Y
2018,Optus,-33.7987115,151.1645486,Y,Y,Y,,Y,,Y,
2018,Optus,-33.86690773,151.2060214,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.68619651,150.9272443,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.88031862,151.1975611,Y,Y,Y,,Y,,Y,
2018,Optus,-33.86958083,151.2166335,Y,Y,,,Y,,,
2018,Optus,-33.85896478,151.2091386,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.87157972,151.2054203,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.89550619,151.2609149,Y,Y,Y,,Y,,Y,
2018,Optus,-35.32171541,149.1333892,Y,Y,,,,,,
2018,Optus,-35.34717998,149.0998803,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.354414,149.184498,Y,Y,Y,,,,,
2018,Optus,-33.92794542,151.0817145,Y,Y,Y,,Y,,Y,
2018,Optus,-33.91222132,151.0674245,Y,Y,,,Y,Y,,
2018,Optus,-33.82803393,151.0056547,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.83836099,151.0141197,Y,,,,,,,
2018,Optus,-33.98754259,150.9029158,Y,Y,Y,,Y,,Y,
2018,Optus,-33.746769,150.828138,Y,Y,Y,,Y,,Y,
2018,Optus,-35.930211,150.057066,Y,Y,Y,,,,,Y
2018,Optus,-33.93248924,151.0636762,Y,Y,Y,,Y,,Y,
2018,Optus,-33.86525794,151.0149723,Y,Y,Y,,Y,,Y,
2018,Optus,-33.22975515,151.5398883,Y,Y,Y,,Y,,Y,
2018,Optus,-33.93520135,150.8642569,Y,Y,,,,Y,,
2018,Optus,-33.96128399,150.9388938,Y,,,,,,,
2018,Optus,-35.49738436,147.1340595,Y,,Y,,,,,Y
2018,Optus,-33.74594701,150.8881819,Y,Y,Y,,Y,,Y,
2018,Optus,-35.46073046,149.0877124,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.97369696,151.150269,Y,Y,,,,,,
2018,Optus,-33.90756603,151.0351761,Y,,,,,,,
2018,Optus,-33.87349373,151.2067613,,Y,,,Y,,,
2018,Optus,-35.43492678,149.1108242,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.86656878,151.2107205,,Y,,,,,,
2018,Optus,-33.87649971,151.2061183,Y,Y,,,Y,,,
2018,Optus,-33.8791387,151.2053112,Y,Y,,,Y,,,
2018,Optus,-33.87422568,151.2024652,Y,Y,,,Y,,,
2018,Optus,-32.66615968,152.1548677,Y,Y,Y,,Y,,,
2018,Optus,-33.86803158,151.1904081,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.89784,151.194924,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.89069285,151.2242064,Y,Y,Y,,Y,,Y,
2018,Optus,-33.87413968,151.2025663,Y,Y,,,Y,Y,,
2018,Optus,-33.91197437,151.1784713,,Y,,,,,,
2018,Optus,-33.92429718,151.1615699,Y,Y,Y,,Y,,Y,
2018,Optus,-33.82162,151.02345,Y,Y,,,Y,,Y,
2018,Optus,-33.709652,151.187932,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.87787198,151.0230233,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.88468175,151.0003548,Y,Y,Y,,Y,,Y,
2018,Optus,-33.75075166,151.0639147,,Y,,,,,,
2018,Optus,-33.86610454,150.9731086,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.839159,151.091599,Y,Y,Y,,Y,,Y,
2018,Optus,-35.10899828,147.367126,Y,Y,Y,,,,,Y
2018,Optus,-33.79996885,151.0961505,,,,,Y,,,
2018,Optus,-33.87200973,151.2069594,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.87242874,151.2084344,Y,Y,Y,,Y,,Y,Y
2018,Optus,-35.27279155,149.1312789,Y,Y,Y,,,,Y,
2018,Optus,-35.306072,149.091232,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-35.276903,149.096416,Y,Y,Y,,,,Y,
2018,Optus,-35.23259183,149.1451268,Y,Y,Y,,Y,Y,Y,
2018,Optus,-35.22788462,149.0224619,Y,Y,Y,,Y,,Y,
2018,Optus,-35.21488829,149.0856581,Y,Y,Y,,Y,,Y,
2018,Optus,-35.34481545,149.2457337,Y,Y,Y,,Y,Y,,Y
2018,Optus,-34.01515733,151.0933355,Y,Y,,,Y,Y,,
2018,Optus,-34.046853,150.973004,Y,Y,Y,,Y,,Y,
2018,Optus,-34.04038671,151.140414,Y,Y,,,,,,
2018,Optus,-34.72396422,150.5436837,Y,Y,Y,,Y,,,Y
2018,Optus,-35.23881217,149.1812272,Y,Y,Y,,Y,Y,Y,
2018,Optus,-32.83553218,151.6867058,Y,Y,Y,,Y,,,
2018,Optus,-32.98002844,151.5222633,Y,Y,Y,,Y,,Y,
2018,Optus,-33.858754,151.213736,Y,,,,,,,
2018,Optus,-33.88027174,151.2096413,,,,,,,,Y
2018,Optus,-33.725351,150.91533,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-33.845548,151.282633,Y,Y,,,,,,
2018,Optus,-33.86259635,151.2707205,,Y,,,Y,Y,,
2018,Optus,-33.87408041,151.2796815,Y,Y,,,Y,Y,Y,
2018,Optus,-33.88201416,151.255029,Y,Y,,,Y,,,
2018,Optus,-33.90762816,151.2607878,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.94375586,151.2377659,Y,Y,,,Y,Y,,
2018,Optus,-33.821362,151.149625,Y,Y,,,,,,
2018,Optus,-33.848822,151.170633,Y,Y,Y,,Y,,Y,
2018,Optus,-33.67228,151.00619,Y,Y,Y,,Y,,Y,
2018,Optus,-33.60166943,151.0045497,Y,Y,Y,,Y,,Y,
2018,Optus,-33.96189903,151.1545293,Y,Y,Y,,Y,,Y,
2018,Optus,-33.97709597,151.0463293,Y,Y,Y,,Y,,Y,
2018,Optus,-33.9608726,151.1089995,Y,Y,Y,,Y,Y,,
2018,Optus,-33.94576843,150.9814897,Y,Y,Y,,Y,,Y,
2018,Optus,-33.8701146,151.1930291,,Y,,,Y,,Y,Y
2018,Optus,-33.78456437,151.0418208,Y,Y,Y,,Y,,Y,
2018,Optus,-33.823483,151.132549,,Y,,,,,,
2018,Optus,-33.80529079,151.1974621,Y,Y,Y,,Y,,Y,
2018,Optus,-34.17055245,150.7247894,Y,Y,Y,,Y,,Y,
2018,Optus,-34.21107596,150.7893809,Y,Y,Y,,Y,,Y,
2018,Optus,-34.221165,150.574978,Y,Y,Y,,Y,,,
2018,Optus,-34.31263285,150.5961273,Y,Y,Y,,Y,,,
2018,Optus,-33.70632708,151.0984358,Y,Y,,,Y,,,
2018,Optus,-35.30575807,149.3937846,Y,,Y,,,,,Y
2018,Optus,-33.84187274,151.2010827,,Y,,,,,,
2018,Optus,-33.8389557,151.1962516,Y,Y,,,,Y,,
2018,Optus,-33.83443566,151.1909676,,Y,,,,,,
2018,Optus,-33.86039474,151.2052115,,Y,,,Y,Y,,
2018,Optus,-33.88072772,151.2075922,,Y,,,Y,Y,,
2018,Optus,-33.87136572,151.2051353,,Y,,,Y,Y,,
2018,Optus,-33.86799058,151.1903521,,Y,,,,,,
2018,Optus,-33.87623476,151.1048776,Y,Y,,,Y,,,
2018,Optus,-29.43492051,153.3612817,Y,Y,Y,,,,,Y
2018,Optus,-33.93865305,151.1511065,Y,Y,,,Y,,,
2018,Optus,-32.799395,151.916363,Y,Y,Y,,Y,,Y,
2018,Optus,-32.81687191,151.7632783,Y,Y,Y,,Y,,Y,
2018,Optus,-32.62897518,151.9824573,Y,Y,Y,,Y,,Y,
2018,Optus,-32.71215766,152.1602542,Y,Y,Y,,Y,,Y,
2018,Optus,-32.96464503,151.6928213,Y,Y,Y,,Y,,Y,
2018,Optus,-33.89069285,151.2242064,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.90066732,151.1700734,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-33.84962352,151.2854509,,Y,,,,,,
2018,Optus,-35.11628059,147.3025579,Y,Y,Y,,,,,Y
2018,Optus,-33.50662669,151.3323923,Y,Y,Y,,Y,,Y,Y
2018,Optus,-32.652684,151.255381,Y,Y,Y,,Y,,,Y
2018,Optus,-34.91192629,150.606233,Y,Y,Y,,,,,Y
2018,Optus,-33.716904,150.502834,Y,Y,Y,,Y,Y,,
2018,Optus,-31.46228359,152.7953458,Y,Y,Y,,,,,Y
2018,Optus,-34.8021767,150.7188264,Y,Y,Y,,Y,,,Y
2018,Optus,-34.71400813,150.8409667,Y,Y,Y,,Y,,,
2018,Optus,-34.67437591,150.8571345,Y,Y,Y,,Y,,,Y
2018,Optus,-33.573556,150.232072,Y,Y,Y,,Y,,,
2018,Optus,-33.741651,151.056843,Y,Y,,,Y,,,
2018,Optus,-33.87629868,151.2021252,Y,Y,,,Y,Y,,
2018,Optus,-33.89672902,151.2433626,Y,Y,Y,,Y,,Y,
2018,Optus,-33.88332987,151.2248005,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-33.94947039,151.189787,Y,Y,Y,,Y,,Y,
2018,Optus,-36.37957061,148.3741089,Y,Y,Y,,,,,Y
2018,Optus,-33.843249,150.865956,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.76602556,150.8454539,Y,Y,Y,,Y,Y,Y,
2018,Optus,-34.69001335,150.0336229,Y,Y,Y,,,,,Y
2018,Optus,-33.76570749,151.1556239,Y,Y,,,,,,
2018,Optus,-33.98084663,151.0114037,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.99694758,151.1157522,Y,Y,,,Y,,Y,
2018,Optus,-33.82875725,151.1459129,Y,Y,,,Y,,,
2018,Optus,-33.63785568,151.1469505,Y,Y,,,Y,Y,,
2018,Optus,-33.657565,151.133142,Y,Y,Y,,Y,,Y,
2018,Optus,-33.49832436,151.187719,Y,Y,Y,,Y,,Y,
2018,Optus,-33.626009,151.331706,Y,Y,,,Y,,Y,
2018,Optus,-33.8880407,151.2076831,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.786172,150.923549,Y,Y,,,Y,,Y,
2018,Optus,-33.95966168,151.1164347,Y,Y,,,Y,Y,,
2018,Optus,-33.915115,151.057309,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.89222861,150.9870435,Y,Y,Y,,Y,,Y,
2018,Optus,-33.687015,150.79709,Y,Y,Y,,Y,Y,Y,
2018,Optus,-33.84041848,150.6441096,Y,Y,Y,,Y,,Y,
2018,Optus,-33.74786148,150.6208215,Y,Y,Y,,Y,,Y,
2018,Optus,-33.701659,150.488681,Y,,,,,,,
2018,Optus,-33.98111559,150.7955312,Y,Y,Y,,Y,,Y,
2018,Optus,-32.91573636,151.7200803,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.88433039,151.0675079,Y,Y,Y,,Y,,Y,
2018,Optus,-33.84961415,151.1396616,Y,,,,Y,,,
2018,Optus,-34.581127,150.207824,Y,,Y,,,,,Y
2018,Optus,-32.944049,151.753141,Y,Y,Y,,Y,,Y,
2018,Optus,-33.86209774,151.2050535,Y,Y,,,Y,Y,,
2018,Optus,-33.88117176,151.2125903,,,,,,,,Y
2018,Optus,-33.93763168,151.1109329,Y,Y,,,Y,,,
2018,Optus,-35.34222731,149.1305299,Y,Y,Y,,,Y,Y,
2018,Optus,-35.36497828,149.0368101,Y,,Y,,Y,,Y,
2018,Optus,-35.20705172,149.0259862,Y,Y,Y,,Y,,,Y
2018,Optus,-35.4256424,149.0697237,Y,Y,Y,,Y,Y,Y,
2018,Optus,-32.867186,151.441461,Y,Y,Y,,Y,,,
2018,Optus,-33.72245834,151.1298421,Y,Y,Y,,Y,,Y,
2018,Optus,-33.00627652,151.645258,Y,Y,Y,,Y,,Y,
2018,Optus,-32.74248212,151.9943501,Y,Y,Y,,Y,,Y,Y
2018,Optus,-32.82294438,151.2679742,Y,Y,Y,,Y,,,
2018,Optus,-30.23676982,153.1294392,Y,Y,Y,,,,,Y
2018,Optus,-32.26499616,150.9243047,Y,Y,Y,,,,,Y
2018,Optus,-35.03562741,150.655939,Y,Y,Y,,,,,Y
2018,Optus,-35.37144336,150.4498698,,Y,Y,,,,,
2018,Optus,-32.55786735,148.9427319,Y,Y,Y,,,,,
2018,Optus,-35.19015136,147.3079418,Y,Y,Y,,,,,
2018,Optus,-36.871052,149.895646,Y,Y,Y,,,,,Y
2018,Optus,-30.30608063,153.1064911,Y,Y,Y,,Y,,,Y
2018,Optus,-36.41956794,148.6146241,Y,Y,Y,,Y,,,Y
2018,Optus,-35.37238083,149.0941639,Y,Y,Y,,Y,,Y,
2018,Optus,-36.05311992,146.9323267,Y,Y,Y,,Y,,,
2018,Optus,-33.23627569,151.4911905,Y,Y,Y,,Y,,Y,Y
2018,Optus,-33.63693637,151.3270855,Y,Y,Y,,Y,,Y,
2018,Optus,-33.78130042,151.294684,,,,,,,Y,
2018,Optus,-33.684051,150.8717704,Y,Y,Y,,Y,,Y,
2018,Optus,-33.68902163,150.727624,Y,Y,Y,,Y,,Y,
2018,Optus,-34.111294,150.769552,Y,Y,Y,,Y,Y,Y,
2018,Optus,-34.4033461,150.8556683,Y,Y,,,,,,
2018,Optus,-33.45481579,151.4398457,Y,Y,Y,,Y,,Y,
2018,Optus,-33.87705262,151.1963411,Y,Y,Y,,Y,,Y,
2018,Optus,-31.45518134,152.8814393,Y,Y,Y,,,,,Y
